类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1712,20170217,49900,49700,49820,49200,49600,49560,-300,-340,334,11584,-100
1801,20170217,50080,49690,49960,49380,49630,49720,-450,-360,384,7278,74
1802,20170217,50080,50000,50010,49450,49730,49740,-350,-340,156,124,56
小计,20170217,,,,,,,,,540424,542464,-3906
1703,20170220,48400,48100,48620,47760,48520,48280,120,-120,60344,100236,-5276
1704,20170220,48600,48280,48850,47950,48770,48420,170,-180,321866,230668,3476
1705,20170220,48780,48490,49010,48130,48940,48600,160,-180,73576,117344,4802
1706,20170220,48920,48630,49150,48300,49080,48790,160,-130,10662,31660,1128
1707,20170220,49070,48860,49290,48480,49290,48940,220,-130,1254,12202,212
1708,20170220,49220,48850,49360,48590,49250,49040,30,-180,570,9584,-70
1709,20170220,49160,49000,49520,48620,49520,49060,360,-100,336,9846,-6
1710,20170220,49330,48880,49640,48760,49550,49250,220,-80,150,8406,-36
1711,20170220,49420,49100,49690,48900,49670,49380,250,-40,116,7742,-20
1712,20170220,49560,49470,49880,48970,49880,49500,320,-60,372,11454,-130
1801,20170220,49720,49480,49970,49030,49970,49500,250,-220,512,7276,-2
1802,20170220,49740,49480,50050,48440,50000,49600,260,-140,164,208,84
小计,20170220,,,,,,,,,469922,546626,4162
1703,20170221,48280,48590,49100,48520,48690,48850,410,570,58410,93596,-6640
1704,20170221,48420,48870,49350,48750,48920,49050,500,630,295714,227126,-3542
1705,20170221,48600,49070,49520,48920,49100,49200,500,600,92118,122594,5250
1706,20170221,48790,49120,49650,49060,49260,49370,470,580,13940,33766,2106
1707,20170221,48940,49350,49770,49210,49370,49490,430,550,1454,12138,-64
1708,20170221,49040,49440,49840,49310,49440,49630,400,590,1280,10490,906
1709,20170221,49060,49370,49970,49370,49550,49770,490,710,606,9886,40
1710,20170221,49250,49690,50030,49610,49650,49820,400,570,84,8404,-2
1711,20170221,49380,49820,50110,49730,49800,49980,420,600,172,7794,52
1712,20170221,49500,50420,50420,49770,49960,50080,460,580,170,11432,-22
1801,20170221,49500,49980,50450,49900,49970,50270,470,770,460,7166,-110
1802,20170221,49600,50300,50530,50080,50090,50220,490,620,48,224,16
小计,20170221,,,,,,,,,464456,544616,-2010
1703,20170222,48850,48690,48950,48300,48470,48630,-380,-220,50002,91670,-1926
1704,20170222,49050,48990,49210,48500,48660,48900,-390,-150,269764,221726,-5400
1705,20170222,49200,49170,49380,48700,48840,49070,-360,-130,71136,126192,3598
1706,20170222,49370,49260,49520,48860,49010,49180,-360,-190,11080,35648,1882
1707,20170222,49490,49260,49620,48980,49150,49270,-340,-220,1672,12558,420
1708,20170222,49630,49550,49710,49080,49230,49470,-400,-160,1190,11070,580
1709,20170222,49770,49450,49840,49180,49330,49520,-440,-250,380,9992,106
1710,20170222,49820,49740,49910,49300,49400,49620,-420,-200,84,8426,22
1711,20170222,49980,49710,49710,49450,49560,49570,-420,-410,6,7796,2
1712,20170222,50080,49990,50140,49620,49680,49830,-400,-250,42,11438,6
1801,20170222,50270,50160,50200,49590,49830,49930,-440,-340,116,7182,16
1802,20170222,50220,50210,50280,49790,49800,49960,-420,-260,52,234,10
小计,20170222,,,,,,,,,405524,543932,-684
1703,20170223,48630,48370,48750,48000,48220,48320,-410,-310,55498,87624,-4046
1704,20170223,48900,48530,48990,48160,48390,48570,-510,-330,287134,218162,-3564
1705,20170223,49070,48740,49150,48360,48600,48750,-470,-320,71966,129382,3190
1706,20170223,49180,48930,49300,48540,48740,48880,-440,-300,13272,36530,882
1707,20170223,49270,48960,49450,48680,48860,48990,-410,-280,1342,13072,514
1708,20170223,49470,49040,49450,48800,48940,49130,-530,-340,328,11188,118
1709,20170223,49520,49150,49570,48910,49070,49100,-450,-420,200,9970,-22
1710,20170223,49620,49190,49610,49000,49000,49220,-620,-400,150,8368,-58
1711,20170223,49570,49520,49520,49160,49210,49210,-360,-360,208,7658,-138
1712,20170223,49830,49500,49990,49150,49380,49450,-450,-380,220,11434,-4
1801,20170223,49930,49700,50030,49290,49510,49620,-420,-310,136,7186,4
1802,20170223,49960,49780,50100,49580,49610,49780,-350,-180,48,258,24
小计,20170223,,,,,,,,,430502,540832,-3100
1703,20170224,48320,48420,48490,46950,47600,47460,-720,-860,70432,79278,-8346
1704,20170224,48570,48640,48700,47100,47760,47760,-810,-810,410140,200836,-17326
1705,20170224,48750,48850,48880,47310,47950,47950,-800,-800,129564,137294,7912
1706,20170224,48880,48820,49030,47500,48110,48050,-770,-830,27972,40652,4122
1707,20170224,48990,49140,49140,47670,48270,48070,-720,-920,2482,13596,524
1708,20170224,49130,49210,49210,47820,48450,48260,-680,-870,1264,11430,242
1709,20170224,49100,49070,49290,47820,48580,48380,-520,-720,638,9784,-186
1710,20170224,49220,49350,49350,47970,48700,48350,-520,-870,228,8364,-4
1711,20170224,49210,49500,49500,47920,48730,48650,-480,-560,152,7692,34
1712,20170224,49450,49600,49600,48110,48870,48760,-580,-690,502,11488,54
1801,20170224,49620,49690,49690,48010,48980,48840,-640,-780,374,7192,6
1802,20170224,49780,49050,49280,48330,49050,48840,-730,-940,190,368,110
小计,20170224,,,,,,,,,643938,527974,-12858
1703,20170227,47460,47520,48100,47250,47530,47700,70,240,43412,72698,-6580
1704,20170227,47760,47700,48310,47400,47730,47870,-30,110,324820,191912,-8924
1705,20170227,47950,47900,48470,47600,47920,48080,-30,130,107564,140718,3424
1706,20170227,48050,47980,48630,47780,48100,48230,50,180,13898,42024,1372
1707,20170227,48070,48240,48760,47930,48200,48300,130,230,1758,14112,516
1708,20170227,48260,48360,48790,48040,48340,48510,80,250,588,11682,252
1709,20170227,48380,48370,49010,48190,48440,48580,60,200,450,9866,82
1710,20170227,48350,48660,49030,48320,48540,48610,190,260,146,8364,0
1711,20170227,48650,48760,49150,48460,48640,48850,-10,200,86,7674,-18
1712,20170227,48760,48900,49310,48640,48800,48890,40,130,268,11462,-26
1801,20170227,48840,48960,49330,48700,48920,48980,80,140,194,7190,-2
1802,20170227,48840,49120,49510,49060,49070,49130,230,290,166,446,78
小计,20170227,,,,,,,,,493350,518148,-9826
1703,20170228,47700,47670,47870,47250,47460,47640,-240,-60,38096,64162,-8536
1704,20170228,47870,47910,48090,47440,47740,47830,-130,-40,282636,188590,-3322
1705,20170228,48080,48120,48290,47650,47900,48020,-180,-60,100866,149180,8462
1706,20170228,48230,48220,48440,47820,48050,48170,-180,-60,14904,43270,1246
1707,20170228,48300,48450,48580,48050,48150,48340,-150,40,1528,14562,450
1708,20170228,48510,48610,48610,48180,48260,48420,-250,-90,1794,12790,1108
1709,20170228,48580,48440,48800,48300,48440,48570,-140,-10,546,9900,34
1710,20170228,48610,48860,48860,48400,48580,48710,-30,100,3372,10740,2376
1711,20170228,48850,49010,49050,48600,48700,48840,-150,-10,146,7688,14
1712,20170228,48890,49050,49130,48700,48800,48930,-90,40,1058,12202,740
1801,20170228,48980,49030,49230,48830,48830,49010,-150,30,60,7194,4
1802,20170228,49130,48960,49310,48960,49050,49120,-80,-10,24,442,-4
小计,20170228,,,,,,,,,445030,520720,2572
1703,20170301,47640,47460,48530,47460,48420,48150,780,510,33492,57580,-6582
1704,20170301,47830,47880,48800,47690,48650,48310,820,480,339392,191314,2724
1705,20170301,48020,48030,48970,47870,48830,48510,810,490,148992,157224,8044
1706,20170301,48170,48200,49120,48030,49000,48710,830,540,28920,45286,2016
1707,20170301,48340,48330,49260,48180,49140,48900,800,560,1714,15128,566
1708,20170301,48420,48470,49360,48270,49210,48680,790,260,1282,12842,52
1709,20170301,48570,48440,49490,48400,49360,48950,790,380,358,9888,-12
1710,20170301,48710,48740,49600,48580,49490,49170,780,460,578,10880,140
1711,20170301,48840,48820,49700,48690,49540,49200,700,360,72,7684,-4
1712,20170301,48930,48850,49790,48850,49660,49330,730,400,142,12258,56
1801,20170301,49010,49190,49880,49190,49710,49630,700,620,46,7198,4
1802,20170301,49120,49220,50000,49050,49890,49530,770,410,128,510,68
小计,20170301,,,,,,,,,555116,527792,7072
1703,20170302,48150,48580,48820,48120,48440,48430,290,280,20040,56140,-1440
1704,20170302,48310,48780,49100,48330,48690,48710,380,400,261336,189942,-1372
1705,20170302,48510,48940,49280,48520,48900,48910,390,400,108902,165560,8336
1706,20170302,48710,49230,49430,48700,49060,49070,350,360,19426,46704,1418
1707,20170302,48900,49300,49580,48840,49200,49190,300,290,1142,15436,308
1708,20170302,48680,49410,49620,48990,49270,49280,590,600,292,12944,102
1709,20170302,48950,49360,49750,49070,49390,49420,440,470,270,9878,-10
1710,20170302,49170,49700,49940,49360,49420,49510,250,340,128,10898,18
1711,20170302,49200,49880,49990,49460,49530,49730,330,530,54,7674,-10
1712,20170302,49330,49930,50050,49570,49700,49930,370,600,254,12416,158
1801,20170302,49630,50050,50180,49480,49820,49870,190,240,110,7194,-4
1802,20170302,49530,50080,50130,49650,49880,49900,350,370,106,532,22
小计,20170302,,,,,,,,,412060,535318,7526
1703,20170303,48430,48500,48500,47680,48050,47860,-380,-570,25030,54480,-1660
1704,20170303,48710,48450,48470,47860,48280,48150,-430,-560,254492,184934,-5008
1705,20170303,48910,48650,48690,48080,48480,48370,-430,-540,131508,169114,3554
1706,20170303,49070,48880,48880,48240,48640,48520,-430,-550,25970,47826,1122
1707,20170303,49190,48880,48960,48400,48800,48660,-390,-530,1648,15846,410
1708,20170303,49280,49000,49050,48520,48910,48700,-370,-580,1366,13732,788
1709,20170303,49420,49110,49120,48620,49020,48930,-400,-490,518,10006,128
1710,20170303,49510,49050,49180,48750,49130,48980,-380,-530,90,10906,8
1711,20170303,49730,49190,49280,48850,49200,49080,-530,-650,38,7660,-14
1712,20170303,49930,49380,49390,48880,49370,49160,-560,-770,202,12378,-38
1801,20170303,49870,49590,49590,49000,49350,49220,-520,-650,90,7172,-22
1802,20170303,49900,49600,49670,49160,49540,49360,-360,-540,148,560,28
小计,20170303,,,,,,,,,441100,534614,-704
1703,20170306,47860,47940,48160,47520,47680,47900,-180,40,26440,52750,-1730
1704,20170306,48150,48130,48440,47710,47890,48150,-260,0,241164,186286,1352
1705,20170306,48370,48350,48660,47930,48110,48360,-260,-10,138358,177234,8120
1706,20170306,48520,48540,48820,48100,48270,48540,-250,20,27388,50742,2916
1707,20170306,48660,48680,48930,48280,48480,48600,-180,-60,1886,16260,414
1708,20170306,48700,48810,49060,48400,48540,48720,-160,20,1094,14274,542
1709,20170306,48930,48940,49210,48570,48640,48990,-290,60,578,10114,108
1710,20170306,48980,49080,49340,48650,48780,49010,-200,30,714,11352,446
1711,20170306,49080,49160,49410,48770,48770,49160,-310,80,182,7680,20
1712,20170306,49160,49260,49500,48810,49030,49210,-130,50,240,12390,12
1801,20170306,49220,49400,49640,49000,49090,49400,-130,180,94,7200,28
1802,20170306,49360,49460,49650,49100,49160,49430,-200,70,112,610,50
小计,20170306,,,,,,,,,438250,546892,12278
1703,20170307,47900,47500,47560,47240,47530,47430,-370,-470,27590,48790,-3960
1704,20170307,48150,47750,47790,47380,47720,47640,-430,-510,184672,182642,-3644
1705,20170307,48360,47960,48000,47610,47930,47850,-430,-510,107360,183720,6486
1706,20170307,48540,48150,48170,47800,48110,48030,-430,-510,22270,51742,1000
1707,20170307,48600,48330,48330,47960,48210,48180,-390,-420,1512,16378,118
1708,20170307,48720,48390,48400,48080,48330,48280,-390,-440,888,14806,532
1709,20170307,48990,48480,48530,48190,48450,48420,-540,-570,564,10376,262
1710,20170307,49010,48650,48650,48360,48580,48580,-430,-430,204,11448,96
1711,20170307,49160,48680,48750,48390,48680,48630,-480,-530,50,7668,-12
1712,20170307,49210,48830,48890,48640,48820,48740,-390,-470,130,12410,20
1801,20170307,49400,48950,49010,48510,48910,48890,-490,-510,76,7216,16
1802,20170307,49430,49020,49050,48820,49050,48990,-380,-440,36,624,14
小计,20170307,,,,,,,,,345352,547820,928
1703,20170308,47430,47300,47350,46720,46910,46990,-520,-440,36180,46170,-2620
1704,20170308,47640,47420,47620,46910,47140,47220,-500,-420,261772,176410,-6232
1705,20170308,47850,47610,47840,47100,47300,47410,-550,-440,196618,183312,-408
1706,20170308,48030,47860,48000,47270,47460,47570,-570,-460,39354,55072,3330
1707,20170308,48180,47950,48120,47460,47600,47720,-580,-460,4340,16974,596
1708,20170308,48280,48130,48210,47570,47730,47860,-550,-420,1648,14644,-162
1709,20170308,48420,48180,48280,47680,47880,47910,-540,-510,942,10608,232
1710,20170308,48580,48330,48420,47810,48160,48040,-420,-540,234,11512,64
1711,20170308,48630,48400,48400,47990,48240,48130,-390,-500,198,7662,-6
1712,20170308,48740,48570,48730,48030,48240,48260,-500,-480,328,12370,-40
1801,20170308,48890,48710,48710,48200,48520,48390,-370,-500,148,7238,22
1802,20170308,48990,48750,48750,48300,48400,48480,-590,-510,128,628,4
小计,20170308,,,,,,,,,541890,542600,-5220
1703,20170309,46990,47020,47600,46120,46200,46480,-790,-510,32410,41900,-4270
1704,20170309,47220,47220,47420,46310,46400,46830,-820,-390,238774,165164,-11246
1705,20170309,47410,47400,47590,46480,46570,46970,-840,-440,231422,193698,10386
1706,20170309,47570,47560,47750,46620,46710,47040,-860,-530,42690,59734,4662
1707,20170309,47720,47710,47870,46790,46830,47180,-890,-540,4718,18026,1052
1708,20170309,47860,47880,47970,46870,46880,47250,-980,-610,4554,16854,2210
1709,20170309,47910,47970,48040,47020,47100,47460,-810,-450,874,10910,302
1710,20170309,48040,48120,48170,47130,47290,47470,-750,-570,740,11540,28
1711,20170309,48130,48180,48180,47260,47280,47660,-850,-470,292,7582,-80
1712,20170309,48260,48110,48400,47350,47350,47830,-910,-430,300,12356,-14
1801,20170309,48390,48420,48480,47510,47590,47870,-800,-520,266,7272,34
1802,20170309,48480,48330,48330,47510,47660,47850,-820,-630,216,720,92
小计,20170309,,,,,,,,,557256,545756,3156
1703,20170310,46480,45880,46400,45820,46300,46220,-180,-260,26260,38130,-3770
1704,20170310,46830,46180,46670,45970,46550,46390,-280,-440,172770,158204,-6960
1705,20170310,46970,46300,46830,46140,46650,46560,-320,-410,207214,199260,5562
1706,20170310,47040,46500,46970,46300,46790,46730,-250,-310,43472,61790,2056
1707,20170310,47180,46580,47070,46440,46920,46840,-260,-340,3810,18946,920
1708,20170310,47250,46670,47170,46500,47020,46930,-230,-320,4412,18632,1778
1709,20170310,47460,46710,47280,46660,47100,47070,-360,-390,582,11174,264
1710,20170310,47470,47290,47430,46780,47290,47210,-180,-260,454,11580,40
1711,20170310,47660,46920,47550,46890,47440,47370,-220,-290,104,7586,4
1712,20170310,47830,47250,47650,47030,47570,47470,-260,-360,486,12236,-120
1801,20170310,47870,47280,47750,47140,47620,47560,-250,-310,108,7242,-30
1802,20170310,47850,47270,47830,47200,47810,47560,-40,-290,40,724,4
小计,20170310,,,,,,,,,459712,545504,-252
1703,20170313,46220,46350,47050,46160,47020,46690,800,470,21090,30850,-7280
1704,20170313,46390,46620,47350,46360,47340,46850,950,460,153006,153292,-4912
1705,20170313,46560,46800,47560,46530,47560,47020,1000,460,328654,202870,3610
1706,20170313,46730,46910,47670,46660,47650,47180,920,450,50874,67304,5514
1707,20170313,46840,47010,47790,46790,47790,47390,950,550,2584,19240,294
1708,20170313,46930,47140,47880,46880,47830,47510,900,580,2534,19164,532
1709,20170313,47070,47100,47980,46990,47940,47550,870,480,706,11066,-108
1710,20170313,47210,47450,48070,47170,48070,47640,860,430,408,11608,28
1711,20170313,47370,47690,48170,47300,48170,47800,800,430,184,7678,92
1712,20170313,47470,47550,48280,47380,48280,47860,810,390,170,12294,58
1801,20170313,47560,47940,48220,47530,48180,48000,620,440,118,7232,-10
1802,20170313,47560,47980,48400,47610,48400,48040,840,480,54,744,20
小计,20170313,,,,,,,,,560382,543342,-2162
1703,20170314,46690,47020,47070,46730,46850,46840,160,150,13390,24930,-5920
1704,20170314,46850,47290,47380,46990,47160,47150,310,300,82132,149770,-3522
1705,20170314,47020,47500,47580,47190,47360,47360,340,340,211346,207094,4224
1706,20170314,47180,47610,47710,47330,47510,47500,330,320,29872,70320,3016
1707,20170314,47390,47730,47820,47490,47630,47630,240,240,1760,19716,476
1708,20170314,47510,47780,47900,47580,47710,47750,200,240,924,19012,-152
1709,20170314,47550,47750,48020,47700,47850,47850,300,300,428,11134,68
1710,20170314,47640,48030,48130,47890,48030,48050,390,410,722,11618,10
1711,20170314,47800,48200,48250,48030,48060,48180,260,380,506,7572,-106
1712,20170314,47860,48350,48380,47980,48240,48270,380,410,76,12308,14
1801,20170314,48000,48390,48450,48070,48230,48350,230,350,94,7226,-6
1802,20170314,48040,48440,48550,48160,48550,48420,510,380,24,756,12
小计,20170314,,,,,,,,,341274,541456,-1886
1703,20170315,46840,46680,47220,46350,47220,47020,380,180,8270,21770,-3160
1704,20170315,47150,46970,47540,46610,47440,47240,290,90,89130,147526,-2244
1705,20170315,47360,47150,47800,46820,47670,47440,310,80,307966,215478,8384
1706,20170315,47500,47400,47910,46980,47820,47580,320,80,32568,72290,1970
1707,20170315,47630,47410,48040,47120,47980,47820,350,190,3768,19896,180
1708,20170315,47750,47520,48160,47250,48100,47900,350,150,1750,18662,-350
1709,20170315,47850,47690,48320,47430,48180,48010,330,160,614,11244,110
1710,20170315,48050,47790,48420,47590,48300,48000,250,-50,326,11616,-2
1711,20170315,48180,47950,48590,47690,48500,48060,320,-120,466,7592,20
1712,20170315,48270,47960,48770,47840,48530,48110,260,-160,1330,11822,-486
1801,20170315,48350,48130,48780,47900,48680,48240,330,-110,320,7254,28
1802,20170315,48420,48280,48890,48020,48820,48390,400,-30,126,840,84
小计,20170315,,,,,,,,,446634,545990,4534
1704,20170316,47240,47630,48000,47460,47920,47770,680,530,86682,135280,-12246
1705,20170316,47440,47900,48250,47710,48160,47980,720,540,291370,218718,3240
1706,20170316,47580,47930,48400,47890,48310,48160,730,580,46252,75758,3468
1707,20170316,47820,48110,48560,48010,48460,48310,640,490,3972,20118,222
1708,20170316,47900,47930,48640,47930,48520,48420,620,520,2040,19318,656
1709,20170316,48010,48180,48780,48180,48550,48540,540,530,192,11286,42
1710,20170316,48000,48580,48920,48390,48770,48680,770,680,172,11620,4
1711,20170316,48060,48780,49000,48630,48920,48840,860,780,78,7614,22
1712,20170316,48110,48890,49150,48640,49040,48930,930,820,360,11976,154
1801,20170316,48240,48920,49230,48850,49060,49040,820,800,134,7234,-20
1802,20170316,48390,49030,49310,48980,49200,49150,810,760,78,834,-6
1803,20170316,48390,49090,49430,49030,49240,49180,850,790,24,14,14
小计,20170316,,,,,,,,,431354,519770,-4450
1704,20170317,47770,48010,48050,47450,47550,47690,-220,-80,56402,131434,-3846
1705,20170317,47980,48270,48300,47660,47740,47940,-240,-40,220262,217374,-1344
1706,20170317,48160,48360,48460,47820,47930,48090,-230,-70,32602,77512,1754
1707,20170317,48310,48570,48570,47970,48020,48220,-290,-90,3286,20804,686
1708,20170317,48420,48660,48660,48080,48150,48320,-270,-100,794,19338,20
